site_id,family,locale,file_path,en_path,issue_type,backlog_reason
blog.aspose.org,3d,ar,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.ar.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,bg,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.bg.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,ca,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.ca.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,cs,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.cs.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,da,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.da.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,de,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.de.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,el,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.el.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,es,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.es.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,fa,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.fa.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,fi,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.fi.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,fr,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.fr.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,he,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.he.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,hi,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.hi.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,hr,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.hr.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,hu,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.hu.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,id,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.id.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,it,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.it.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,ja,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.ja.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,ko,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.ko.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
blog.aspose.org,3d,lt,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.lt.md,D:\onedrive\Documents\GitHub\aspose.org\content\blog.aspose.org\3d\java\convert-obj-stl-gltf-java\index.md,code_fence_dropped,"heading structure mismatch (en=27 tr=23) -- ambiguous alignment, routed to backlog"
